Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
4693,negative,US Airways,0,.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,,"London, UK",Quito
4694,neutral,United,0,@united your flights are really cheap what's the catch,"[38.21327338, -85.76378195]","Louisville, KY. ",
4695,negative,United,0,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted,,London,
4696,negative,US Airways,0,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,,http://about.me/miffsc,Eastern Time (US & Canada)
4697,negative,United,0,"@united so, not only were you Late Flight, you broke my luggage handle. You paying for a new one? http://t.co/nYVV1X3d67",,Washington DC,Eastern Time (US & Canada)
4698,neutral,United,0,@united on a flight at 11:30 tomorrow.,,,
4699,negative,United,0,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",,,
4700,negative,US Airways,0,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!,,"Brooklyn, NY",Eastern Time (US & Canada)
4701,negative,Southwest,0,@SouthwestAir @poisonpill76 im in same boat.. 8am flight to Jacksonville... Get me out of here!!,,"Nashville,TN",
4702,negative,Delta,0,@JetBlue just a very rude rep while trying to book family vacation using trvl credit. on phone w/ new rep now who is being very helpful,,,
4703,neutral,Delta,0,@JetBlue Sent my suggestion and comments via the link provided..,,,
4704,negative,US Airways,0,@USAirways 4097 DCA to BNA. Just told they need to do 1.5 hrs worth of maintenance. Was supposed to leave at 8:50 am. [sigh],,"Washington, D.C.",Quito
4705,positive,Southwest,0,"@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!",,"Murfreesboro, TN",Central Time (US & Canada)
4706,negative,Virgin America,0,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,,San Francisco,Pacific Time (US & Canada)
4707,negative,American,0,@AmericanAir was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to.,,"Alexandria, VA",Quito
4708,negative,Southwest,0,@SouthwestAir your phone lines suck. I have a dilemma.,,Beysus,Pacific Time (US & Canada)
4709,negative,United,1,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus",,,
4710,negative,United,0,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness,,,Pacific Time (US & Canada)
4711,negative,United,0,@united what is this subtlety gate changes? Are you kidding with me?,,,
4712,neutral,Virgin America,0,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,,"Dallas, Texas",Pacific Time (US & Canada)
4713,negative,United,0,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,,,
4714,neutral,Virgin America,0,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,,"San Marcos, CA",Pacific Time (US & Canada)
4715,negative,American,0,@AmericanAir my #Navy sisters flight 2470 cancld. She can't get an agent. They've called her back to be put on hold &amp; then discnct.Any help?,,Dallas,
4716,neutral,United,0,@united thanks for the info I already knew...,,Connecticut,Quito
4717,positive,American,0,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃",,Omaha,Central Time (US & Canada)
4718,negative,Southwest,0,"@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded.",,,Pacific Time (US & Canada)
4719,positive,United,0,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,,San Francisco,Pacific Time (US & Canada)
4720,negative,Southwest,0,@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,,"Nashville, TN",Central Time (US & Canada)
4721,negative,United,1,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH","[38.95638224, -77.43898845]","Washington, DC",Pacific Time (US & Canada)
4722,negative,United,0,@united this 2 hr delay is a vacation buzzkill,,"Austin, TX",Central Time (US & Canada)
4723,negative,US Airways,0,@USAirways already spent 60 mins today handling this for my minor child. Shame on you for treating a 15 year old girl like this.,,"Des Moines, IA",
4724,negative,US Airways,0,@USAirways hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w US for more than 7 hrs in 4 days,,GERMANY,Greenland
4725,negative,Southwest,0,@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown,,"Zephyrhills, Florida",Eastern Time (US & Canada)
4726,negative,American,0,@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???,,,
4727,neutral,US Airways,0,@USAirways How can I change without penalty and not have to call customer service,,Chicagoland Area,Central Time (US & Canada)
4728,negative,American,0,@AmericanAir why is raleigh not on the updated southern states advisory???,,usa::fr::uk,London
4729,negative,Southwest,0,@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,,,
4730,positive,US Airways,0,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,"Russia, Россия",Abu Dhabi
4731,negative,American,0,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,,,
4732,positive,Delta,0,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",,,
4733,neutral,Southwest,0,@SouthwestAir sent,,,
4734,negative,US Airways,0,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,,CT to Queens ,Eastern Time (US & Canada)
4735,negative,American,0,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?",,"New York, NY ",Eastern Time (US & Canada)
4736,negative,American,0,@AmericanAir Trying to make an online Flight Booking Problems one way from Barbados -NYC but wont let me as says I need a Barbados CC...why??!,,New York,
4737,negative,United,1,@united now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse...,,Memphis,Central Time (US & Canada)
4738,negative,American,0,@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out,,,
4739,negative,United,0,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,,Taipei,Taipei
4740,negative,American,0,"@AmericanAir got it, so it's just paying extra not to sit in the way back. Awesome. Never again.",,milford.,Eastern Time (US & Canada)
4741,negative,Delta,0,@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!,,,
4742,negative,American,0,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,,"Washington, DC",Quito
4743,negative,American,0,"@AmericanAir After being patient about my ""delayed"" bags for 5 weeks, I was told that it could take another 3 to 5 weeks. Unacceptable!",,,Atlantic Time (Canada)
4744,positive,US Airways,0,@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),,NYC,Eastern Time (US & Canada)
4745,negative,Southwest,0,@SouthwestAir I never got a Cancelled Flightlation text from this morning either #bushleague or a number to call #weakservice,,Nashville Tennessee,Eastern Time (US & Canada)
4746,negative,US Airways,0,"@USAirways Also, get excited, because he's going to be unable to contact you all from his destination, so you get to talk to me.",,"Asheville, NC",Central Time (US & Canada)
4747,positive,United,0,@united will do. Thanks for the help. Cheers,,Toronto Area,Eastern Time (US & Canada)
4748,negative,US Airways,0,@USAirways now you just hang up on me. I’m starting to think this is personal!,,20001,Eastern Time (US & Canada)
4749,neutral,United,0,"@united KOA-LAX should have fresh food service, right?",,"Keauhou, Hawaii USA",Hawaii
4750,positive,US Airways,0,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,,"Russia, Россия",Abu Dhabi
4751,negative,US Airways,0,@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable,,On a beach,Quito
4752,neutral,United,0,"@united Okay, just requested to follow.",,,
4753,negative,US Airways,0,@USAirways I'm trying to Cancelled Flight my flight within the 24hr window but have been on hold for over an hour. Is there an alternate # I can dial?,,San Francisco,Pacific Time (US & Canada)
4754,negative,United,0,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,,All Over The World,
4755,negative,United,1,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,,"New York & Washington, D.C.",Eastern Time (US & Canada)
4756,negative,US Airways,0,"@USAirways Oh yes, because I had loads of time running to my connecting flight after you delayed me for about 90 minutes...",,Raxacoricofallapatorius,Amsterdam
4757,negative,US Airways,0,"@USAirways Website won't let me change online even though airline issued travel advisory, now on hold for 50 minutes. Help.",,,Arizona
4758,negative,United,0,"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?",,"Washington, DC",Central Time (US & Canada)
4759,negative,United,0,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse,,,Eastern Time (US & Canada)
4760,neutral,Delta,0,@JetBlue yup 33036 feet. But no selfie.,,"Queens, New York ",Eastern Time (US & Canada)
4761,negative,Virgin America,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",,SF ↔ NY,Eastern Time (US & Canada)
4762,negative,Delta,0,@JetBlue should've been on one of your flights instead... @SouthwestAir has now lost our bags to add insult to injury,,"Canton, MA",
4763,negative,American,0,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,,"Surrey, UK",London
4764,neutral,Southwest,0,@SouthwestAir Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.,,"Kansas City, KS",Central Time (US & Canada)
4765,neutral,Southwest,0,@SouthwestAir will do. Thank you.,,"Astoria, New York",Eastern Time (US & Canada)
4766,negative,American,0,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",,"New York, NY",Atlantic Time (Canada)
4767,positive,United,0,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",,"Astoria, OR",Tijuana
4768,neutral,Delta,0,@JetBlue so what about California,,South jamaica.. Queens,Pacific Time (US & Canada)
4769,positive,United,0,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,,"Brownsville, Tx",Eastern Time (US & Canada)
4770,negative,American,0,@AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland. What are my options?,"[32.79401294, -96.80478711]",,Eastern Time (US & Canada)
4771,negative,United,0,@united would be hard to be worse than last time but I'm sure you'll give it a shot,,,Amsterdam
4772,negative,Southwest,2,@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk,,"Rochester, NY",Quito
4773,negative,American,0,@AmericanAir Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.,,,
4774,negative,American,0,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,,,Alaska
4775,negative,American,0,@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you,,,
4776,negative,American,0,@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,,New York,
4777,negative,United,0,@united service staff to is less than friendly!,,Pursuit of Happiness,Hawaii
4778,negative,American,0,@AmericanAir I let a crew member know every time this happens.  Which is most of the time.,,,Eastern Time (US & Canada)
4779,neutral,US Airways,0,@USAirways doesn't take into account the $450 it cost 2 rent a car 2 drive home,,Does it really matter,
4780,neutral,American,0,@AmericanAir Here you go https://t.co/oM1vIEg74a,,New York | Hong Kong ,Eastern Time (US & Canada)
4781,positive,Southwest,0,@SouthwestAir never lets me down!!!,,"Chicago, IL",Central Time (US & Canada)
4782,negative,United,0,"@united so I wasted 40mins filling in 2 online forms you are telling me you didn't receive, how do I know this won't happen this time?",,North West of England,
4783,negative,US Airways,0,@USAirways now you don't know where my luggage is?  Seriously?,,"Doylestown, PA",Eastern Time (US & Canada)
4784,neutral,Southwest,0,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,,"Valrico, Florida",Atlantic Time (Canada)
4785,positive,Southwest,0,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,,AZ - USA,Arizona
4786,negative,American,0,@AmericanAir @cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help,,Belle MO,
4787,negative,United,0,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.","[41.97745295, -87.91025951]",Washington D.C.,Eastern Time (US & Canada)
4788,neutral,Southwest,0,"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,"Long Island, NY",Eastern Time (US & Canada)
4789,negative,US Airways,0,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account.",,,
4790,negative,American,0,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA",,,Quito
4791,neutral,United,0,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline,,"LA | SF | Bicycle | 38,000'",Pacific Time (US & Canada)
4792,positive,United,0,@united Thanks to supervisor Miriam who provided me with great customer service. #finally,,"New York, NY",Quito
4793,negative,American,0,"@AmericanAir 

Late Flight from phoenix, gave ticks away when arrived chicago, held bags hostage chicago, rented van drove to toledo. 5 hr drive.",,"Rossford, Ohio",Atlantic Time (Canada)
4794,negative,US Airways,0,@USAirways Sitting in a cesspool of germs on the ground in #PHL for 2 hours now.,,New York,Eastern Time (US & Canada)
4795,negative,Delta,0,@JetBlue you respond to my friend @LisaPal but you can't respond directly to me,,new orleans,
4796,negative,US Airways,0,@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!,,"Pittsburgh, Pa",
4797,negative,United,2,"@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.",,San Diego,
4798,positive,American,0,@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u,,,
4799,negative,Southwest,0,@SouthwestAir that's bull. Once you add a fare to the cart you should be locked in. I made it all the way to PayPal.,,"Tempe, AZ & World Wide",Tehran
4800,negative,United,0,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,,Midwest,Central Time (US & Canada)
4801,positive,Southwest,0,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!",,"Columbus, OH",Eastern Time (US & Canada)
4802,negative,US Airways,0,@USAirways thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight.,,,Eastern Time (US & Canada)
4803,negative,US Airways,0,@USAirways even alternate options are allready full...even with hotel voucher...no more room in philly?,,Bruxelle-Paris-Marseille-(BPM),Athens
4804,neutral,Delta,0,@JetBlue wall separating in row 1. #safetyconcerns http://t.co/zTrDwV0N4l,,,
4805,negative,American,0,"@AmericanAir @MallowFairy And how many times, exactly, should we call and leave our number for a call back? Because that hasn't worked.",,Seattle,Hawaii
4806,positive,United,0,@united I trust you enough to put my coat in my checked bag!,,Chicagoland,Central Time (US & Canada)
4807,negative,United,0,@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...,,☁️,
4808,neutral,US Airways,0,@USAirways but need to confirm please help,,south beach/ LA / NC,Eastern Time (US & Canada)
4809,negative,United,0,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,,"Nashville, TN",Mountain Time (US & Canada)
4810,neutral,Virgin America,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,,New York City,Eastern Time (US & Canada)
4811,negative,American,0,@AmericanAir @USAirways #Boo! Wack ass terminal 6 @flyLAXairport. No food. No lounge. No Bueno!! Never again!!!,,,Arizona
4812,negative,United,0,"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",,"San Francisco, CA",
4813,positive,Southwest,0,"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤",,,Hawaii
4814,negative,United,0,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,,,
4815,negative,United,0,@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?,,,
4816,negative,US Airways,0,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.,,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
4817,negative,US Airways,0,@USAirways your service sucks.,,"Washington, DC",Eastern Time (US & Canada)
4818,positive,United,0,"@united thx off the response, finally got through the 45 min wait and talked to someone.",,San Francisco Bay Area,Pacific Time (US & Canada)
4819,negative,Southwest,0,@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?,,"Chicago, IL",
4820,neutral,United,0,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,,Edmonton International Airport,Mountain Time (US & Canada)
4821,negative,United,0,@united I'm asking if you can simplify the communications- thx,,"California, US",Pacific Time (US & Canada)
4822,negative,US Airways,0,@USAirways but you guys switched me and didn't inform me of the chathes,"[29.98442078, -90.25340271]",,Hawaii
4823,negative,United,0,"@united 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. #lies #falseadvertising",,"San Diego, CA by way of VA",
4824,negative,American,0,@AmericanAir just need to know why it wasn't done like it was promised it would yesterday,,McKinney TX,
4825,negative,US Airways,1,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,,"Crofton, Maryland",
4826,neutral,American,0,@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?,,"dallas, TX",
4827,negative,United,0,"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver",,Founder @catapultgrp @ilikeoi,Central Time (US & Canada)
4828,negative,Delta,0,@JetBlue @amybruni @DIRECTTV No Oscars on Direct TV on this flight. We were so looking forward to it. We were devastated. :-/,,Provincetown Ma,Eastern Time (US & Canada)
4829,negative,Virgin America,0,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,,CT,Eastern Time (US & Canada)
4830,negative,United,0,@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07,,NJ ,Eastern Time (US & Canada)
4831,neutral,American,0,@AmericanAir thank you...I know it's a busy for you today but any help would be appreciated...,,cali bound,Central Time (US & Canada)
4832,negative,American,0,"@AmericanAir nothing, you have done enough.",,"Edmond, Oklahoma",Central Time (US & Canada)
4833,negative,Delta,0,@JetBlue DONT LOSE MY LUGGAGE!!!,,"Portland, Maine",Eastern Time (US & Canada)
4834,negative,United,0,@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.,,minneapolis,Central Time (US & Canada)
4835,negative,Delta,0,@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,,,Quito
4836,negative,Delta,0,@JetBlue   Phone agents can't see same flights I see online???  Can't change tickets even when I am paying. Very frustrating #jetblue,,,Atlantic Time (Canada)
4837,negative,US Airways,0,@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.,"[39.8744048, -75.24235009]",,
4838,negative,United,1,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?",,,
4839,negative,Southwest,0,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes",,"Rochester, Michigan",
4840,positive,Virgin America,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,"[33.2145038, -96.9321504]",Texas,Central Time (US & Canada)
4841,positive,US Airways,0,@USAirways Can't wait for the trip. Thanks for getting me there!,,"Troy, NY",Eastern Time (US & Canada)
4842,negative,United,0,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,"[45.58711296, -122.58038932]",,Pacific Time (US & Canada)
4843,negative,American,0,@AmericanAir can't get thru to anyone on phone,"[37.93609081, -107.81826687]",New England ,Quito
4844,negative,Southwest,0,@SouthwestAir it eventually arrived. just seemed really slow. :),,"Redlands, CA",Pacific Time (US & Canada)
4845,positive,United,0,@united Thank you! Off to LA to do something very special.,,"Brooklyn, NY",Eastern Time (US & Canada)
4846,negative,US Airways,0,@USAirways why are you letting us go to the runway if there are mechanical problems. #wewantcomps,,,
4847,negative,American,0,@AmericanAir at 5 am and have no clue if we have a place to stay or not,,San Diego,
4848,negative,Southwest,0,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,,,
4849,neutral,Delta,0,@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha,,Provincetown Ma,Eastern Time (US & Canada)
4850,neutral,Southwest,0,.@SouthwestAir I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks.,,,Eastern Time (US & Canada)
4851,negative,Delta,0,@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially,,Ft. Lauderdale,Eastern Time (US & Canada)
4852,negative,United,0,"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?",,,
4853,negative,Southwest,0,"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans",,,
4854,positive,Virgin America,1,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,,,Mountain Time (US & Canada)
4855,negative,US Airways,0,@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL,,,
4856,neutral,Delta,0,@JetBlue oh. Makes sense. My bad.,"[40.88529232, -73.856635]","ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
4857,negative,United,0,"@united, no, your service here pretty much ruined my day, but thanks for the weak attempt",,The Garden State,Eastern Time (US & Canada)
4858,neutral,United,0,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?",,"London, UK ",
4859,negative,American,0,@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears,,"Portland, Orygun",America/Los_Angeles
4860,negative,Southwest,0,"@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx",,,
4861,negative,United,0,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,,,Arizona
4862,negative,United,0,"@united boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA.","[37.6202411, -122.3883092]",Bay Area,Quito
4863,negative,United,0,"@united really needs to start upgrading their planes. No TVs &amp; then the ""inflight wifi"" is currently unavailable #UnitedAirlines",,New York,Eastern Time (US & Canada)
4864,positive,Southwest,0,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,,"Birmingham, AL",
4865,negative,Southwest,0,@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human,,"Nashville, TN",Central Time (US & Canada)
4866,negative,American,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,"[35.22643463, -80.93879965]","Albany, NY",
4867,neutral,US Airways,0,@USAirways at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?,,Bruxelle-Paris-Marseille-(BPM),Athens
4868,negative,US Airways,0,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.,,Does it really matter,
4869,negative,US Airways,0,"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!",,"Boston, MA",Eastern Time (US & Canada)
4870,negative,United,0,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,,,
4871,negative,United,0,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),,"Erie, PA",Eastern Time (US & Canada)
4872,neutral,United,0,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.,,,Eastern Time (US & Canada)
4873,negative,US Airways,0,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,,Jerz,Eastern Time (US & Canada)
4874,positive,United,0,@united I have 8 flights with you in the next two weeks :) let's make some good memories!,,the cupboard under the stairs,
4875,negative,US Airways,0,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,,"Redmond, WA",Eastern Time (US & Canada)
4876,negative,American,0,@AmericanAir your customer service is inferior to that of a nationalized third world nation's airline. Get it together.,,,
4877,negative,United,0,@united thanks for ruining my wedding anniversary. Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day,,"Raleigh-Durham, NC USA",Eastern Time (US & Canada)
4878,negative,United,1,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.",,Chicago,Central Time (US & Canada)
4879,positive,United,0,@united They held the plane! Made it!!,"[33.94238375, -118.39906416]",Massachusetts,Eastern Time (US & Canada)
4880,neutral,Delta,0,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal","[40.64682076, -73.7823236]",Right Coast,Eastern Time (US & Canada)
4881,positive,Virgin America,0,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,,west covina,Pacific Time (US & Canada)
4882,neutral,American,0,@AmericanAir Still looking as we speak.,,Left hand seat in flightdeck,London
4883,neutral,American,0,@AmericanAir  and I forgot about that lounge!😂,,,
4884,negative,US Airways,0,@USAirways 2nd plane forced to get off due to mech and wait for 3rd need housing and meals in STT need help b4 we arrive at STT please,,"Madbury, NH",
4885,negative,American,0,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER!,,McKinney TX,
4886,negative,American,0,@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please,,,
4887,negative,Southwest,0,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,,,
4888,negative,United,1,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.,,Los Angeles,Pacific Time (US & Canada)
4889,negative,US Airways,0,"@USAirways disappointed with your toll free number. Terrible customer service, my flight has been Cancelled Flightled would like to get home",,,Atlantic Time (Canada)
4890,negative,United,0,.@united being delayed 3 hours for a one hour flight is more than frustrating. I'm also unable to get a decent meal at this hour.Never again,,"Los Angeles, CA",
4891,neutral,United,0,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw,,,Mountain Time (US & Canada)
4892,negative,Virgin America,0,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,,"Washington, DC",Atlantic Time (Canada)
4893,neutral,Southwest,0,@SouthwestAir I am committed okay please hook me up for #DestinationDragons,,,
4894,negative,Southwest,1,@SouthwestAir My 11AM was canned. I empathize. But I think your Team has lost the right to be capitalized. It's a lowercase team day.,,San Diego,Pacific Time (US & Canada)
